gene_id,dataset_count,contrast_count,hit_count,pass_hits,warn_hits,positive_hits,negative_hits,sign_consistency,dataset_sign_consistency,mean_effect,median_effect,mean_abs_effect,max_abs_effect,conserved_response_score,datasets
RP11-171I2.5,1,1,1,0,1,0,1,1.0,1.0,-0.3920140943788627,-0.3920140943788627,0.3920140943788627,0.3920140943788627,0.11800800113108856,dixit
YIF1B,1,1,1,1,0,1,0,1.0,1.0,0.39191602805716386,0.39191602805716386,0.39191602805716386,0.39191602805716386,0.11797848022669277,replogle
LINC00987,1,1,1,0,1,1,0,1.0,1.0,0.3912360749749327,0.3912360749749327,0.3912360749749327,0.3912360749749327,0.11777379395329701,norman
ZNF571-AS1,1,1,1,0,1,0,1,1.0,1.0,-0.39096673763934015,-0.39096673763934015,0.39096673763934015,0.39096673763934015,0.11769271533633144,norman
MIS18A-AS1,1,1,1,0,1,1,0,1.0,1.0,0.3908979339293591,0.3908979339293591,0.3908979339293591,0.3908979339293591,0.11767200335581418,adamson
C1orf227,1,1,1,0,1,1,0,1.0,1.0,0.39081016862223306,0.39081016862223306,0.39081016862223306,0.39081016862223306,0.11764558336579058,adamson
CTD-2013N24.2,1,1,1,0,1,1,0,1.0,1.0,0.3907044679487628,0.3907044679487628,0.3907044679487628,0.3907044679487628,0.11761376429251415,adamson
RP11-129K12.4,1,1,1,0,1,1,0,1.0,1.0,0.39054654313918036,0.39054654313918036,0.39054654313918036,0.39054654313918036,0.11756622418777031,adamson
KIAA0586,1,1,1,1,0,0,1,1.0,1.0,-0.39048113086479974,-0.39048113086479974,0.39048113086479974,0.39048113086479974,0.11754653313109714,replogle
RP11-609N14.1,1,1,1,0,1,1,0,1.0,1.0,0.39019400352906203,0.39019400352906203,0.39019400352906203,0.39019400352906203,0.117460099190465,adamson
DHFRL1,1,1,1,0,1,0,1,1.0,1.0,-0.3891065876156436,-0.3891065876156436,0.3891065876156436,0.3891065876156436,0.11713275438276372,adamson
RP11-17J14.2,1,1,1,0,1,1,0,1.0,1.0,0.3891028424715909,0.3891028424715909,0.3891028424715909,0.3891028424715909,0.11713162698206576,adamson
RP11-21I10.2,1,1,1,0,1,0,1,1.0,1.0,-0.3890702105231332,-0.3890702105231332,0.3890702105231332,0.3890702105231332,0.11712180378676303,adamson
PITX3,1,1,1,0,1,1,0,1.0,1.0,0.38882905236316667,0.38882905236316667,0.38882905236316667,0.38882905236316667,0.11704920794691398,adamson
hsa-mir-490,1,1,1,0,1,1,0,1.0,1.0,0.3887754754318119,0.3887754754318119,0.3887754754318119,0.3887754754318119,0.11703307968350056,dixit
AC074389.9,1,1,1,0,1,0,1,1.0,1.0,-0.38860217115588647,-0.38860217115588647,0.38860217115588647,0.38860217115588647,0.11698090989807018,dixit
CTD-2147F2.1,1,1,1,0,1,0,1,1.0,1.0,-0.3882989082234223,-0.3882989082234223,0.3882989082234223,0.3882989082234223,0.11688961865882544,adamson
KB-431C1.5,1,1,1,0,1,1,0,1.0,1.0,0.38824433547654646,0.38824433547654646,0.38824433547654646,0.38824433547654646,0.11687319062507004,dixit
RP11-65J21.3,1,1,1,0,1,0,1,1.0,1.0,-0.38822732010988503,-0.38822732010988503,0.38822732010988503,0.38822732010988503,0.11686806848931773,adamson
RP11-299J3.8,1,1,1,0,1,1,0,1.0,1.0,0.38797693112503207,0.38797693112503207,0.38797693112503207,0.38797693112503207,0.11679269389429313,adamson
RP11-163N6.2,1,1,1,0,1,1,0,1.0,1.0,0.38779284063527886,0.38779284063527886,0.38779284063527886,0.38779284063527886,0.11673727713496095,adamson
RP11-801F7.1,1,1,1,0,1,1,0,1.0,1.0,0.38744775898601275,0.38744775898601275,0.38744775898601275,0.38744775898601275,0.11663339720757865,adamson
RP11-486O13.2,1,1,1,0,1,0,1,1.0,1.0,-0.3874193707540835,-0.3874193707540835,0.3874193707540835,0.3874193707540835,0.11662485149824409,dixit
RP11-479G22.8,1,1,1,0,1,1,0,1.0,1.0,0.38667152270005684,0.38667152270005684,0.38667152270005684,0.38667152270005684,0.11639972680178312,adamson
NADK2-AS1,1,1,1,0,1,1,0,1.0,1.0,0.3863273235687373,0.3863273235687373,0.3863273235687373,0.3863273235687373,0.11629611253877445,adamson
C12orf5,1,1,1,0,1,0,1,1.0,1.0,-0.38615561636691165,-0.38615561636691165,0.38615561636691165,0.38615561636691165,0.1162444235205534,adamson
SLC12A6,1,1,1,0,1,0,1,1.0,1.0,-0.38587663462677846,-0.38587663462677846,0.38587663462677846,0.38587663462677846,0.11616044164853077,adamson
RP11-286E11.1,1,1,1,0,1,0,1,1.0,1.0,-0.3857774672245556,-0.3857774672245556,0.3857774672245556,0.3857774672245556,0.11613058928586961,dixit
AP001469.7,1,1,1,0,1,1,0,1.0,1.0,0.3856760844147335,0.3856760844147335,0.3856760844147335,0.3856760844147335,0.11610007001906847,dixit
RP11-288H12.4,1,1,1,0,1,0,1,1.0,1.0,-0.38468108788072186,-0.38468108788072186,0.38468108788072186,0.38468108788072186,0.11580054621674928,adamson
AC097724.3,1,1,1,0,1,1,0,1.0,1.0,0.3840016295861891,0.3840016295861891,0.3840016295861891,0.3840016295861891,0.11559600888929222,dixit
LDAH,1,1,1,1,0,0,1,1.0,1.0,-0.3839770637580422,-0.3839770637580422,0.3839770637580422,0.3839770637580422,0.11558861383815168,replogle
AC004257.3,1,1,1,0,1,1,0,1.0,1.0,0.38396640777914726,0.38396640777914726,0.38396640777914726,0.38396640777914726,0.11558540606887113,adamson
CTC-471J1.11,1,1,1,0,1,0,1,1.0,1.0,-0.38390715239903844,-0.38390715239903844,0.38390715239903844,0.38390715239903844,0.11556756842205392,norman
UBXN7,1,1,1,1,0,0,1,1.0,1.0,-0.38376021490440326,-0.38376021490440326,0.38376021490440326,0.38376021490440326,0.115523335828681,replogle
RP11-783K16.13,1,1,1,0,1,1,0,1.0,1.0,0.383658861710756,0.383658861710756,0.383658861710756,0.383658861710756,0.11549282547723685,dixit
RP5-1159O4.1,1,1,1,0,1,1,0,1.0,1.0,0.38355198319420347,0.38355198319420347,0.38355198319420347,0.38355198319420347,0.11546065183786246,adamson
MIR378D2,1,1,1,0,1,1,0,1.0,1.0,0.3831780269589491,0.3831780269589491,0.3831780269589491,0.3831780269589491,0.11534807979398531,dixit
LDOC1L,1,1,1,0,1,0,1,1.0,1.0,-0.38303602893374783,-0.38303602893374783,0.38303602893374783,0.38303602893374783,0.11530533412907469,dixit
RP11-58E21.3,1,1,1,0,1,1,0,1.0,1.0,0.3824077482261258,0.3824077482261258,0.3824077482261258,0.3824077482261258,0.11511620279038345,adamson
RP11-11N5.3,1,1,1,0,1,1,0,1.0,1.0,0.38225658260164025,0.38225658260164025,0.38225658260164025,0.38225658260164025,0.11507069740310004,adamson
RP11-47I22.2,1,1,1,0,1,1,0,1.0,1.0,0.3817277298510377,0.3817277298510377,0.3817277298510377,0.3817277298510377,0.11491149686187926,dixit
AP000350.5,1,1,1,0,1,0,1,1.0,1.0,-0.3816318726799383,-0.3816318726799383,0.3816318726799383,0.3816318726799383,0.11488264097807885,dixit
GS1-124K5.11,1,1,1,0,1,1,0,1.0,1.0,0.381570456863628,0.381570456863628,0.381570456863628,0.381570456863628,0.11486415297516127,dixit
RP3-466P17.1,1,1,1,0,1,1,0,1.0,1.0,0.3815389069645551,0.3815389069645551,0.3815389069645551,0.3815389069645551,0.11485465550918016,adamson
GPR98,1,1,1,0,1,0,1,1.0,1.0,-0.381408874892752,-0.381408874892752,0.381408874892752,0.381408874892752,0.11481551195516908,adamson
RP11-554A11.9,1,1,1,0,1,0,1,1.0,1.0,-0.38117676012701984,-0.38117676012701984,0.38117676012701984,0.38117676012701984,0.11474563844824719,dixit
LINC01124,1,1,1,0,1,0,1,1.0,1.0,-0.38035858223741875,-0.38035858223741875,0.38035858223741875,0.38035858223741875,0.1144993423616882,norman
EGLN1,1,1,1,1,0,0,1,1.0,1.0,-0.3797287363452271,-0.3797287363452271,0.3797287363452271,0.3797287363452271,0.11430973985549277,replogle
GATSL3,1,1,1,0,1,1,0,1.0,1.0,0.37953312518661303,0.37953312518661303,0.37953312518661303,0.37953312518661303,0.11425085502926335,adamson
RP11-158H5.7,1,1,1,0,1,0,1,1.0,1.0,-0.37923241529219404,-0.37923241529219404,0.37923241529219404,0.37923241529219404,0.11416033233105029,adamson
PPAPDC1B,1,1,1,0,1,1,0,1.0,1.0,0.379099296824602,0.379099296824602,0.379099296824602,0.379099296824602,0.11412025967932825,dixit
AP000688.8,1,1,1,0,1,1,0,1.0,1.0,0.37907590250622564,0.37907590250622564,0.37907590250622564,0.37907590250622564,0.11411321728776887,dixit
CTD-3195I5.5,1,1,1,0,1,0,1,1.0,1.0,-0.37875621278210986,-0.37875621278210986,0.37875621278210986,0.37875621278210986,0.11401698109150447,adamson
RP11-317N12.1,1,1,1,0,1,0,1,1.0,1.0,-0.3784504871359623,-0.3784504871359623,0.3784504871359623,0.3784504871359623,0.1139249485015703,dixit
RP11-758M4.1,1,1,1,0,1,0,1,1.0,1.0,-0.3783614448477265,-0.3783614448477265,0.3783614448477265,0.3783614448477265,0.11389814410192876,adamson
ADAMTSL4-AS1,1,1,1,0,1,1,0,1.0,1.0,0.3782576360303889,0.3782576360303889,0.3782576360303889,0.3782576360303889,0.11386689453409575,adamson
RP11-687F6.1,1,1,1,0,1,1,0,1.0,1.0,0.37777488735662546,0.37777488735662546,0.37777488735662546,0.37777488735662546,0.11372157270292595,adamson
SMARCAD1,1,1,1,1,0,0,1,1.0,1.0,-0.376579741348785,-0.376579741348785,0.376579741348785,0.376579741348785,0.11336179790536792,replogle
RP5-1071N3.1,1,1,1,0,1,1,0,1.0,1.0,0.3765146913522274,0.3765146913522274,0.3765146913522274,0.3765146913522274,0.11334221590518624,adamson
KIAA1328,1,1,1,0,1,0,1,1.0,1.0,-0.37588285877668737,-0.37588285877668737,0.37588285877668737,0.37588285877668737,0.11315201534771105,adamson
RP11-688G15.3,1,1,1,0,1,1,0,1.0,1.0,0.3758214484233556,0.3758214484233556,0.3758214484233556,0.3758214484233556,0.11313352898931386,adamson
RP5-991G20.4,1,1,1,0,1,0,1,1.0,1.0,-0.37557281556434774,-0.37557281556434774,0.37557281556434774,0.37557281556434774,0.1130586830408448,dixit
RP11-452H21.1,1,1,1,0,1,1,0,1.0,1.0,0.37557131296713725,0.37557131296713725,0.37557131296713725,0.37557131296713725,0.11305823071401305,dixit
RP11-874J12.4,1,1,1,0,1,1,0,1.0,1.0,0.3753959938318471,0.3753959938318471,0.3753959938318471,0.3753959938318471,0.11300545439547684,adamson
C16orf52,1,1,1,0,1,0,1,1.0,1.0,-0.37495477637632035,-0.37495477637632035,0.37495477637632035,0.37495477637632035,0.11287263470675275,dixit
CTD-2267D19.2,1,1,1,0,1,1,0,1.0,1.0,0.37464473982911617,0.37464473982911617,0.37464473982911617,0.37464473982911617,0.1127793044062922,adamson
RP1-28H20.3,1,1,1,0,1,1,0,1.0,1.0,0.37424185822176237,0.37424185822176237,0.37424185822176237,0.37424185822176237,0.1126580249577774,adamson
RP11-412P11.1,1,1,1,0,1,1,0,1.0,1.0,0.37403628097329045,0.37403628097329045,0.37403628097329045,0.37403628097329045,0.11259614003956128,adamson
RP11-542F9.1,1,1,1,0,1,1,0,1.0,1.0,0.3735116540344321,0.3735116540344321,0.3735116540344321,0.3735116540344321,0.11243821159443154,adamson
CAPN3,1,1,1,0,1,1,0,1.0,1.0,0.3732942932892676,0.3732942932892676,0.3732942932892676,0.3732942932892676,0.11237277949025716,adamson
RP11-2C24.9,1,1,1,0,1,0,1,1.0,1.0,-0.37294517090196033,-0.37294517090196033,0.37294517090196033,0.37294517090196033,0.11226768317951985,norman
LRRN3,1,1,1,0,1,1,0,1.0,1.0,0.372880895013306,0.372880895013306,0.372880895013306,0.372880895013306,0.11224833420903693,dixit
SOGA2,1,1,1,0,1,1,0,1.0,1.0,0.37268089195848714,0.37268089195848714,0.37268089195848714,0.37268089195848714,0.11218812729031202,dixit
RP11-154J22.1,1,1,1,0,1,1,0,1.0,1.0,0.37217204740590926,0.37217204740590926,0.37217204740590926,0.37217204740590926,0.11203494981685587,dixit
RP3-324O17.8,1,1,1,0,1,1,0,1.0,1.0,0.3721144565055516,0.3721144565055516,0.3721144565055516,0.3721144565055516,0.11201761322837091,norman
RP11-884K10.7,1,1,1,0,1,0,1,1.0,1.0,-0.37134212253918353,-0.37134212253918353,0.37134212253918353,0.37134212253918353,0.111785117537824,adamson
POLK,1,1,1,1,0,0,1,1.0,1.0,-0.37100759406457184,-0.37100759406457184,0.37100759406457184,0.37100759406457184,0.11168441443256216,replogle
GRAMD3,1,1,1,0,1,0,1,1.0,1.0,-0.37066603104469875,-0.37066603104469875,0.37066603104469875,0.37066603104469875,0.11158159371817078,dixit
AC007292.6,1,1,1,0,1,1,0,1.0,1.0,0.3704031979981537,0.3704031979981537,0.3704031979981537,0.3704031979981537,0.11150247308730897,dixit
RB1CC1,1,1,1,1,0,1,0,1.0,1.0,0.37009787550279505,0.37009787550279505,0.37009787550279505,0.37009787550279505,0.11141056185785504,replogle
RP11-231G3.1,1,1,1,0,1,0,1,1.0,1.0,-0.3700241990293667,-0.3700241990293667,0.3700241990293667,0.3700241990293667,0.11138838302937837,adamson
C17orf50,1,1,1,0,1,1,0,1.0,1.0,0.3693424453529309,0.3693424453529309,0.3693424453529309,0.3693424453529309,0.111183154723117,adamson
RP1-69M21.2,1,1,1,0,1,1,0,1.0,1.0,0.3693285171820131,0.3693285171820131,0.3693285171820131,0.3693285171820131,0.11117896192588601,dixit
RP11-996F15.5,1,1,1,0,1,0,1,1.0,1.0,-0.3688255999281544,-0.3688255999281544,0.3688255999281544,0.3688255999281544,0.11102756874713758,norman
AC021188.4,1,1,1,0,1,1,0,1.0,1.0,0.3684359589330372,0.3684359589330372,0.3684359589330372,0.3684359589330372,0.11091027512006695,adamson
MAGEA10,1,1,1,0,1,1,0,1.0,1.0,0.36824121000818416,0.36824121000818416,0.36824121000818416,0.36824121000818416,0.11085164985206286,dixit
CTD-2589H19.6,1,1,1,0,1,0,1,1.0,1.0,-0.3681345885828184,-0.3681345885828184,0.3681345885828184,0.3681345885828184,0.11081955360484733,adamson
RP11-65I12.1,1,1,1,0,1,0,1,1.0,1.0,-0.36790573693524653,-0.36790573693524653,0.36790573693524653,0.36790573693524653,0.11075066239437108,dixit
RP13-726E6.2,1,1,1,0,1,1,0,1.0,1.0,0.36789353969214467,0.36789353969214467,0.36789353969214467,0.36789353969214467,0.110746990658333,norman
RP11-227G15.8,1,1,1,0,1,1,0,1.0,1.0,0.36789353969214467,0.36789353969214467,0.36789353969214467,0.36789353969214467,0.110746990658333,norman
CTD-2081C10.7,1,1,1,0,1,0,1,1.0,1.0,-0.3673895827131157,-0.3673895827131157,0.3673895827131157,0.3673895827131157,0.11059528449112109,adamson
ZNF205-AS1,1,1,1,0,1,0,1,1.0,1.0,-0.367243362409979,-0.367243362409979,0.367243362409979,0.367243362409979,0.11055126779390186,adamson
TMEM180,1,1,1,0,1,0,1,1.0,1.0,-0.36719555714562624,-0.36719555714562624,0.36719555714562624,0.36719555714562624,0.11053687697538103,adamson
RP11-464F9.20,1,1,1,0,1,0,1,1.0,1.0,-0.3671790665113739,-0.3671790665113739,0.3671790665113739,0.3671790665113739,0.11053191279982355,adamson
RP1-78B3.1,1,1,1,0,1,0,1,1.0,1.0,-0.36663829550425353,-0.36663829550425353,0.36663829550425353,0.36663829550425353,0.1103691245058949,norman
C19orf83,1,1,1,0,1,1,0,1.0,1.0,0.3663403469482369,0.3663403469482369,0.3663403469482369,0.3663403469482369,0.11027943305336912,adamson
CTD-2165H16.4,1,1,1,0,1,0,1,1.0,1.0,-0.366180985385373,-0.366180985385373,0.366180985385373,0.366180985385373,0.11023146044279121,dixit
FAM211A,1,1,1,0,1,0,1,1.0,1.0,-0.36576091614067496,-0.36576091614067496,0.36576091614067496,0.36576091614067496,0.11010500699988117,adamson
ZNF208,1,1,1,0,1,0,1,1.0,1.0,-0.3655522069969037,-0.3655522069969037,0.3655522069969037,0.3655522069969037,0.11004217928723668,dixit
LINC00938,1,1,1,0,1,0,1,1.0,1.0,-0.36550462387350313,-0.36550462387350313,0.36550462387350313,0.36550462387350313,0.11002785533980573,dixit
CTC-251D13.1,1,1,1,0,1,1,0,1.0,1.0,0.36530462283408205,0.36530462283408205,0.36530462283408205,0.36530462283408205,0.109967649027776,norman
RP5-991G20.1,1,1,1,0,1,1,0,1.0,1.0,0.3652977027195363,0.3652977027195363,0.3652977027195363,0.3652977027195363,0.10996556586572431,norman
ATOX1,1,1,1,1,0,0,1,1.0,1.0,-0.3646362135621759,-0.3646362135621759,0.3646362135621759,0.3646362135621759,0.10976643778755234,replogle
PPP2R5C,1,1,1,1,0,0,1,1.0,1.0,-0.3642562801717939,-0.3642562801717939,0.3642562801717939,0.3642562801717939,0.10965206644069304,replogle
RP11-1275H24.3,1,1,1,0,1,0,1,1.0,1.0,-0.36370638632513236,-0.36370638632513236,0.36370638632513236,0.36370638632513236,0.10948653189841687,dixit
WDR52,1,1,1,0,1,0,1,1.0,1.0,-0.36366895891556245,-0.36366895891556245,0.36366895891556245,0.36366895891556245,0.10947526512547633,adamson
RP4-635E18.8,1,1,1,0,1,0,1,1.0,1.0,-0.3633614169949732,-0.3633614169949732,0.3633614169949732,0.3633614169949732,0.10938268578245484,dixit
RP11-158K1.3,1,1,1,0,1,1,0,1.0,1.0,0.36292883879038984,0.36292883879038984,0.36292883879038984,0.36292883879038984,0.10925246676740479,adamson
RP11-510M2.2,1,1,1,0,1,0,1,1.0,1.0,-0.3624922201050781,-0.3624922201050781,0.3624922201050781,0.3624922201050781,0.10912103144645857,norman
CES5A,1,1,1,0,1,0,1,1.0,1.0,-0.3619545082472541,-0.3619545082472541,0.3619545082472541,0.3619545082472541,0.10895916404822935,dixit
C9orf169,1,1,1,0,1,1,0,1.0,1.0,0.361704656555492,0.361704656555492,0.361704656555492,0.361704656555492,0.10888395119454157,adamson
RP11-341G23.4,1,1,1,0,1,1,0,1.0,1.0,0.3616581752316745,0.3616581752316745,0.3616581752316745,0.3616581752316745,0.10886995892183432,dixit
RP11-728G15.1,1,1,1,0,1,0,1,1.0,1.0,-0.36157874870731477,-0.36157874870731477,0.36157874870731477,0.36157874870731477,0.10884604915555071,norman
CCDC19,1,1,1,0,1,1,0,1.0,1.0,0.36152342883181354,0.36152342883181354,0.36152342883181354,0.36152342883181354,0.10882939621366845,dixit
CTD-2008L17.1,1,1,1,0,1,1,0,1.0,1.0,0.3610681467796871,0.3610681467796871,0.3610681467796871,0.3610681467796871,0.10869234265949095,dixit
SMCR5,1,1,1,0,1,0,1,1.0,1.0,-0.3606521613061152,-0.3606521613061152,0.3606521613061152,0.3606521613061152,0.10856711855418531,dixit
RP11-711M9.1,1,1,1,0,1,1,0,1.0,1.0,0.36034488074965537,0.36034488074965537,0.36034488074965537,0.36034488074965537,0.10847461788960658,adamson
TCP10L,1,1,1,0,1,1,0,1.0,1.0,0.3591181766517036,0.3591181766517036,0.3591181766517036,0.3591181766517036,0.10810534316031917,adamson
RP11-114M1.1,1,1,1,0,1,1,0,1.0,1.0,0.3591181766517036,0.3591181766517036,0.3591181766517036,0.3591181766517036,0.10810534316031917,adamson
CTC-338M12.5,1,1,1,0,1,1,0,1.0,1.0,0.35900287600550285,0.35900287600550285,0.35900287600550285,0.35900287600550285,0.1080706342072933,adamson
RP4-673M15.1,1,1,1,0,1,1,0,1.0,1.0,0.35886015385814074,0.35886015385814074,0.35886015385814074,0.35886015385814074,0.10802767055989174,dixit
AC005943.5,1,1,1,0,1,0,1,1.0,1.0,-0.3580906233193677,-0.3580906233193677,0.3580906233193677,0.3580906233193677,0.10779601878514158,adamson
ZNF812,1,1,1,0,1,1,0,1.0,1.0,0.3575402612157903,0.3575402612157903,0.3575402612157903,0.3575402612157903,0.10763034328348806,dixit
RP11-435B5.5,1,1,1,0,1,0,1,1.0,1.0,-0.35726960367535193,-0.35726960367535193,0.35726960367535193,0.35726960367535193,0.10754886724526347,adamson
RP11-89K11.1,1,1,1,0,1,0,1,1.0,1.0,-0.3567355573425144,-0.3567355573425144,0.3567355573425144,0.3567355573425144,0.10738810328000502,adamson
AC092667.2,1,1,1,0,1,1,0,1.0,1.0,0.35672411578354557,0.35672411578354557,0.35672411578354557,0.35672411578354557,0.10738465902755825,norman
RP11-539G18.3,1,1,1,0,1,1,0,1.0,1.0,0.356584263320341,0.356584263320341,0.356584263320341,0.356584263320341,0.10734255924116617,norman
RP11-179K3.2,1,1,1,0,1,1,0,1.0,1.0,0.35647894604344477,0.35647894604344477,0.35647894604344477,0.35647894604344477,0.10731085558175876,dixit
RP11-34P13.7,1,1,1,0,1,1,0,1.0,1.0,0.35584124331629263,0.35584124331629263,0.35584124331629263,0.35584124331629263,0.10711888793256925,dixit
RP11-65D17.1,1,1,1,0,1,0,1,1.0,1.0,-0.3558056948623358,-0.3558056948623358,0.3558056948623358,0.3558056948623358,0.10710818678162877,dixit
RP11-1407O15.2,1,1,1,0,1,0,1,1.0,1.0,-0.3550914489575622,-0.3550914489575622,0.3550914489575622,0.3550914489575622,0.10689317734001175,adamson
RP11-51J9.5,1,1,1,0,1,0,1,1.0,1.0,-0.3533581804510628,-0.3533581804510628,0.3533581804510628,0.3533581804510628,0.10637141152901573,adamson
AC004837.5,1,1,1,0,1,1,0,1.0,1.0,0.3532135952019215,0.3532135952019215,0.3532135952019215,0.3532135952019215,0.10632788703209364,dixit
RP11-214O1.2,1,1,1,0,1,0,1,1.0,1.0,-0.35321171190943906,-0.35321171190943906,0.35321171190943906,0.35321171190943906,0.10632732010456582,dixit
BAG4,1,1,1,1,0,0,1,1.0,1.0,-0.35318521816504855,-0.35318521816504855,0.35318521816504855,0.35318521816504855,0.10631934469280682,replogle
AL359091.2,1,1,1,0,1,0,1,1.0,1.0,-0.3527321166300587,-0.3527321166300587,0.3527321166300587,0.3527321166300587,0.10618294753969348,dixit
RP11-55K13.1,1,1,1,0,1,1,0,1.0,1.0,0.35256399329028193,0.35256399329028193,0.35256399329028193,0.35256399329028193,0.10613233737144946,dixit
CTD-2291D10.4,1,1,1,0,1,1,0,1.0,1.0,0.3524317557215494,0.3524317557215494,0.3524317557215494,0.3524317557215494,0.1060925298967073,dixit
RP11-611O2.1,1,1,1,0,1,0,1,1.0,1.0,-0.3517906732623149,-0.3517906732623149,0.3517906732623149,0.3517906732623149,0.10589954484678368,dixit
RP11-65L3.2,1,1,1,0,1,0,1,1.0,1.0,-0.3513921508752373,-0.3513921508752373,0.3513921508752373,0.3513921508752373,0.1057795776543297,dixit
RP11-206L10.2,1,1,1,0,1,0,1,1.0,1.0,-0.3511575251344569,-0.3511575251344569,0.3511575251344569,0.3511575251344569,0.10570894826859993,dixit
RP11-98I9.4,1,1,1,0,1,1,0,1.0,1.0,0.35106888518740054,0.35106888518740054,0.35106888518740054,0.35106888518740054,0.10568226498572189,dixit
RP11-304M2.5,1,1,1,0,1,1,0,1.0,1.0,0.3509911499043316,0.3509911499043316,0.3509911499043316,0.3509911499043316,0.10565886433379672,dixit
RP11-326C3.13,1,1,1,0,1,1,0,1.0,1.0,0.35094349825486904,0.35094349825486904,0.35094349825486904,0.35094349825486904,0.10564451975796561,adamson
UGDH-AS1,1,1,1,0,1,0,1,1.0,1.0,-0.35092137631183196,-0.35092137631183196,0.35092137631183196,0.35092137631183196,0.10563786038954909,dixit
RP11-95P2.1,1,1,1,0,1,0,1,1.0,1.0,-0.35049190552925813,-0.35049190552925813,0.35049190552925813,0.35049190552925813,0.10550857680173309,dixit
MTPN,1,1,1,1,0,0,1,1.0,1.0,-0.34976806809521044,-0.34976806809521044,0.34976806809521044,0.34976806809521044,0.10529068002210028,replogle
U82695.10,1,1,1,0,1,1,0,1.0,1.0,0.34827022452138146,0.34827022452138146,0.34827022452138146,0.34827022452138146,0.10483978417756522,dixit
MRPL30-1,1,1,1,0,1,0,1,1.0,1.0,-0.3482581725189383,-0.3482581725189383,0.3482581725189383,0.3482581725189383,0.10483615616332202,dixit
RP11-435O5.4,1,1,1,0,1,0,1,1.0,1.0,-0.3478931686539265,-0.3478931686539265,0.3478931686539265,0.3478931686539265,0.10472627905142018,dixit
PPP6R1,1,1,1,0,1,0,1,1.0,1.0,-0.34778664438757656,-0.34778664438757656,0.34778664438757656,0.34778664438757656,0.10469421205198275,adamson
HSPB3,1,1,1,0,1,1,0,1.0,1.0,0.34748886639287047,0.34748886639287047,0.34748886639287047,0.34748886639287047,0.10460457194352754,dixit
RP11-803P9.1,1,1,1,0,1,1,0,1.0,1.0,0.34722241123890885,0.34722241123890885,0.34722241123890885,0.34722241123890885,0.10452436094968583,adamson
RP1-274L7.1,1,1,1,0,1,0,1,1.0,1.0,-0.3466719987829447,-0.3466719987829447,0.3466719987829447,0.3466719987829447,0.10435867029045354,dixit
CTB-13F3.1,1,1,1,0,1,0,1,1.0,1.0,-0.34661117274632647,-0.34661117274632647,0.34661117274632647,0.34661117274632647,0.1043403598289141,dixit
RP11-521D12.5,1,1,1,0,1,0,1,1.0,1.0,-0.3462852729938804,-0.3462852729938804,0.3462852729938804,0.3462852729938804,0.10424225422784836,adamson
RNF214,1,1,1,1,0,1,0,1.0,1.0,0.3461229346101362,0.3461229346101362,0.3461229346101362,0.3461229346101362,0.10419338550489375,replogle
KIAA1468,1,1,1,0,1,0,1,1.0,1.0,-0.34588548371116234,-0.34588548371116234,0.34588548371116234,0.34588548371116234,0.10412190566180524,dixit
RP11-676J12.7,1,1,1,0,1,1,0,1.0,1.0,0.3458309971287489,0.3458309971287489,0.3458309971287489,0.3458309971287489,0.10410550356613757,dixit
C4orf21,1,1,1,0,1,0,1,1.0,1.0,-0.34563561656169695,-0.34563561656169695,0.34563561656169695,0.34563561656169695,0.1040466881548851,dixit
CCDC109B,1,1,1,0,1,0,1,1.0,1.0,-0.34556816566635173,-0.34556816566635173,0.34556816566635173,0.34556816566635173,0.1040263834121518,dixit
Y_RNA,1,1,1,0,1,0,1,1.0,1.0,-0.3451866752995346,-0.3451866752995346,0.3451866752995346,0.3451866752995346,0.103911543368683,dixit
RP11-339B21.11,1,1,1,0,1,0,1,1.0,1.0,-0.34491616227869926,-0.34491616227869926,0.34491616227869926,0.34491616227869926,0.10383011083519388,dixit
AC006116.20,1,1,1,0,1,0,1,1.0,1.0,-0.34453069151841986,-0.34453069151841986,0.34453069151841986,0.34453069151841986,0.10371407257389838,dixit
RP11-138I1.4,1,1,1,0,1,1,0,1.0,1.0,0.3443523863599859,0.3443523863599859,0.3443523863599859,0.3443523863599859,0.10366039737282813,dixit
HDGFRP3,1,1,1,0,1,0,1,1.0,1.0,-0.3442505109483223,-0.3442505109483223,0.3442505109483223,0.3442505109483223,0.10362972981809677,dixit
LA16c-380H5.6,1,1,1,0,1,0,1,1.0,1.0,-0.34396077858494145,-0.34396077858494145,0.34396077858494145,0.34396077858494145,0.10354251168600452,norman
RP11-617D20.1,1,1,1,0,1,1,0,1.0,1.0,0.34371548540826935,0.34371548540826935,0.34371548540826935,0.34371548540826935,0.10346867108209451,dixit
CSDC2,1,1,1,0,1,0,1,1.0,1.0,-0.34330393450680474,-0.34330393450680474,0.34330393450680474,0.34330393450680474,0.10334478191601111,dixit
RP11-731C17.2,1,1,1,0,1,1,0,1.0,1.0,0.3423613007173051,0.3423613007173051,0.3423613007173051,0.3423613007173051,0.10306102087044532,dixit
CD99L2,1,1,1,0,1,0,1,1.0,1.0,-0.34178861229691093,-0.34178861229691093,0.34178861229691093,0.34178861229691093,0.10288862447773725,dixit
RP11-184A2.3,1,1,1,0,1,1,0,1.0,1.0,0.34165737087084,0.34165737087084,0.34165737087084,0.34165737087084,0.10284911687181619,adamson
